case_id,transaction_id,submission_datetime,submission_channel,customer_service_segment,transaction_datetime,transaction_type,transaction_amount_gbp,merchant_category,dispute_category,customer_sentiment,evidence_completeness,initial_evidence_count,priority,assigned_queue,case_status,first_response_datetime,resolution_datetime,sla_target_hours,manual_handoff_count,rework_count,customer_contact_count,customer_update_count,fraud_referral_flag,escalation_flag,complaint_flag,outcome,refund_amount_gbp,resolution_time_hours,first_response_time_hours,sla_breached_flag,data_quality_flag
PFXC-001980,TXN-0010042,2025-01-02T17:30:57,Call Centre,Standard,2024-12-17T05:44:57,Card Purchase,207.29,Retail,Other,Frustrated,Complete,3,Standard,Customer Service,Resolved,2025-01-03T10:40:23,2025-01-08T07:16:39,120,1,0,4,3,No,Yes,Yes,Full Refund,207.29,133.76,17.16,Yes,Valid
PFXC-001981,TXN-0003121,2025-05-08T12:54:44,Chat,Standard,2025-04-26T13:55:44,Card Purchase,15.76,Retail,Failed Payment,Positive,Partial,1,Low,Technical Support,Rejected,2025-05-09T20:15:34,2025-05-11T10:08:11,168,0,0,1,1,No,No,No,No Refund,0.00,69.22,31.35,No,Valid
PFXC-001982,TXN-0000537,2025-09-12T08:25:33,Chat,Standard,2025-08-18T18:22:33,Cash Withdrawal,66.27,Retail,Duplicate Debit,Frustrated,Partial,1,Standard,Payment Operations,Resolved,2025-09-13T03:08:37,2025-09-17T05:53:23,120,0,2,2,3,No,No,No,Full Refund,66.27,117.46,18.72,No,Valid
PFXC-001983,TXN-0003707,2026-06-08T15:12:14,Email,Assisted Digital,2026-05-14T22:58:14,Card Purchase,154.09,Utilities,Delayed Refund,Neutral,Complete,3,Standard,Payment Operations,Resolved,2026-06-09T06:43:11,2026-06-13T13:02:48,120,2,0,1,3,No,Yes,No,Full Refund,154.09,117.84,15.52,No,Valid
PFXC-001984,TXN-0010271,2025-02-07T16:52:59,Call Centre,Standard,2025-02-05T08:48:59,Card Purchase,124.55,Retail,Incorrect Amount,Frustrated,Complete,3,Standard,Fraud Review,Pending Customer,2025-02-08T05:46:04,,120,3,0,2,3,Yes,No,No,Pending,0.00,,12.88,No,Valid
PFXC-001985,TXN-0000697,2025-03-26T03:05:41,Mobile,Standard,2025-03-14T08:52:41,Wallet Payment,19.75,Digital Services,Duplicate Debit,Frustrated,Partial,2,Standard,Payment Operations,Rejected,2025-03-27T04:37:50,2025-03-29T10:21:26,120,1,0,2,3,No,No,No,No Refund,0.00,79.26,25.54,No,Valid
PFXC-001986,TXN-0001947,2025-10-04T12:44:30,Web,Standard,2025-09-26T01:27:30,Cash Withdrawal,65.31,Digital Services,Cash Withdrawal Dispute,Frustrated,Complete,4,High,Customer Service,Rejected,2025-10-04T18:27:58,2025-10-10T08:10:59,72,2,1,3,2,No,No,No,No Refund,0.00,139.44,5.72,Yes,Valid
PFXC-001987,TXN-0005606,2025-07-06T07:24:31,Mobile,Vulnerable Support,2025-05-26T13:39:31,Card Purchase,40.12,Retail,Cash Withdrawal Dispute,Frustrated,Complete,4,Standard,Customer Service,Pending Customer,2025-07-06T19:13:58,,120,2,0,2,4,No,No,No,Pending,0.00,,11.82,No,Valid
PFXC-001988,TXN-0011077,2026-06-25T09:42:11,Call Centre,Assisted Digital,2026-05-13T10:49:11,Card Purchase,29.98,Subscription,Merchant Non-confirmation,Neutral,Partial,2,Standard,Technical Support,Pending Merchant,2026-06-26T08:49:20,,120,2,1,2,2,No,No,Yes,Pending,0.00,,23.12,No,Valid
PFXC-001989,TXN-0001171,2025-08-27T18:22:33,Mobile,Standard,2025-08-04T02:32:33,Bank Transfer,131.85,Cash Withdrawal,Duplicate Debit,Frustrated,Partial,2,Standard,Payment Operations,Rejected,2025-08-28T15:43:02,2025-09-01T04:39:19,120,2,1,3,1,No,No,No,No Refund,0.00,106.28,21.34,No,Valid
PFXC-001990,TXN-0002053,2026-03-19T20:54:10,Web,Standard,2026-03-01T05:46:10,Card Purchase,224.14,Travel,Unauthorised Transaction,Positive,Complete,2,Standard,Customer Service,Resolved,2026-03-20T14:44:25,2026-03-24T16:28:01,120,1,0,1,3,No,No,Yes,Full Refund,224.14,115.56,17.84,No,Valid
PFXC-001991,TXN-0011021,2025-04-21T07:48:20,Web,Standard,2025-03-31T06:34:20,Card Purchase,53.03,Travel,Duplicate Debit,Frustrated,Missing,0,Standard,Payment Operations,Rejected,2025-04-21T21:02:09,2025-04-27T21:32:58,120,1,2,5,2,No,No,Yes,No Refund,0.00,157.74,13.23,Yes,Valid
PFXC-001992,TXN-0000968,2025-03-17T04:05:46,Web,Standard,2025-01-22T21:01:46,Card Purchase,54.45,Travel,Unauthorised Transaction,Frustrated,Partial,1,High,Customer Service,Awaiting Evidence,2025-03-17T14:50:49,,72,3,1,2,1,No,No,No,Pending,0.00,,10.75,No,Valid
PFXC-001993,TXN-0001222,2025-08-17T04:20:03,Call Centre,Vulnerable Support,2025-07-10T13:17:03,Direct Debit,42.30,Retail,Subscription Dispute,Neutral,Complete,3,Standard,Customer Service,Rejected,2025-08-17T22:46:21,2025-08-20T16:53:22,120,2,0,2,1,No,No,No,No Refund,0.00,84.56,18.44,No,Valid
PFXC-001994,TXN-0012254,2025-08-15T03:33:46,Web,Standard,2025-07-22T16:34:46,Direct Debit,71.82,Subscription,Merchant Non-confirmation,Neutral,Complete,4,Standard,Technical Support,Rejected,2025-08-16T01:41:07,2025-08-19T07:28:10,120,2,0,0,2,No,Yes,No,No Refund,0.00,99.91,22.12,No,Valid
PFXC-001995,TXN-0002204,2025-02-23T17:41:21,Mobile,Standard,2025-01-16T04:44:21,Direct Debit,7.45,Other,Subscription Dispute,Frustrated,Partial,1,Standard,Customer Service,Resolved,2025-02-24T13:22:03,2025-03-01T11:57:21,120,3,0,2,4,No,Yes,Yes,Full Refund,7.45,138.27,19.68,Yes,Valid
PFXC-001996,TXN-0005254,2026-05-05T08:30:46,Mobile,Vulnerable Support,2026-04-29T09:09:46,Card Purchase,218.43,Other,Duplicate Debit,Neutral,Complete,2,High,Payment Operations,Resolved,2026-05-05T20:09:36,2026-05-07T08:13:37,72,1,0,1,2,No,No,No,Full Refund,218.43,47.71,11.65,No,Valid
PFXC-001997,TXN-0009361,2025-06-07T13:47:51,Web,Standard,2025-04-23T00:08:51,Card Purchase,87.57,Retail,Incorrect Amount,Neutral,Partial,1,Standard,Payment Operations,Rejected,2025-06-08T07:11:34,2025-06-11T21:36:01,120,2,0,0,5,No,No,No,No Refund,0.00,103.80,17.40,No,Valid
PFXC-001998,TXN-0010483,2025-03-09T06:34:19,Mobile,Standard,2025-02-18T21:02:19,Card Purchase,32.19,Cash Withdrawal,Delayed Refund,Neutral,Partial,1,Low,Payment Operations,In Investigation,2025-03-10T16:56:49,,168,2,0,1,3,No,No,No,Pending,0.00,,34.38,No,Valid
PFXC-001999,TXN-0010951,2025-01-14T13:54:42,Web,Standard,2024-12-20T19:13:42,Direct Debit,13.42,Digital Services,Subscription Dispute,Distressed,Partial,1,Standard,Customer Service,Rejected,2025-01-15T12:02:11,2025-01-20T21:44:23,120,1,1,3,2,No,No,No,No Refund,0.00,151.83,22.12,Yes,Valid
PFXC-002000,TXN-0009067,2026-03-19T04:54:29,Mobile,Vulnerable Support,2026-03-11T14:49:29,Card Purchase,61.53,Digital Services,Unauthorised Transaction,Distressed,Missing,0,Standard,Refund Approval,Resolved,2026-03-20T03:49:30,2026-03-28T02:41:12,120,1,1,2,4,No,Yes,No,Partial Refund,41.54,213.78,22.92,Yes,Valid
PFXC-002001,TXN-0010069,2025-07-13T08:15:31,Web,Standard,2025-05-30T21:30:31,Wallet Payment,32.21,Digital Services,Failed Payment,Frustrated,Complete,4,Standard,Technical Support,Rejected,2025-07-14T01:16:01,2025-07-15T06:19:06,120,0,0,2,2,No,No,No,No Refund,0.00,46.06,17.01,No,Valid
PFXC-002002,TXN-0004219,2025-02-23T02:50:32,Web,Vulnerable Support,2024-12-28T03:50:32,Card Purchase,36.81,Other,Failed Payment,Frustrated,Complete,3,High,Fraud Review,Resolved,2025-02-23T11:26:28,2025-02-28T15:36:27,72,1,1,3,4,Yes,No,No,Full Refund,36.81,132.77,8.60,Yes,Valid
PFXC-002003,TXN-0001422,2025-03-21T02:03:12,Mobile,Assisted Digital,2025-02-02T18:56:12,Card Purchase,73.04,Retail,Unauthorised Transaction,Positive,Missing,0,Standard,Customer Service,In Triage,2025-03-21T18:46:30,,120,2,0,0,3,No,No,No,Pending,0.00,,16.72,No,Valid
PFXC-002004,TXN-0010052,2026-02-14T11:46:53,Web,Assisted Digital,2025-12-26T11:05:53,Card Purchase,56.50,Other,Failed Payment,Neutral,Partial,1,Standard,Technical Support,Cancelled,2026-02-15T14:01:13,2026-02-17T14:23:01,120,1,2,3,2,No,No,No,Customer Withdrawn,0.00,74.60,26.24,No,Valid
PFXC-002005,TXN-0002994,2026-06-16T08:04:00,Mobile,Standard,2026-05-29T18:47:00,Wallet Payment,549.12,Other,Incorrect Amount,Distressed,Complete,3,High,Payment Operations,Resolved,2026-06-16T15:12:11,2026-06-20T19:55:55,72,1,0,2,3,No,No,No,Full Refund,549.12,107.87,7.14,Yes,Valid
PFXC-002006,TXN-0003559,2026-04-03T09:49:58,Chat,Standard,2026-02-18T01:27:58,Card Purchase,191.01,Travel,Merchant Non-confirmation,Frustrated,Complete,2,Standard,Complaints,Cancelled,2026-04-04T02:27:59,2026-04-08T03:59:22,120,1,1,4,5,No,No,Yes,Customer Withdrawn,0.00,114.16,16.63,No,Valid
PFXC-002007,TXN-0006139,2025-05-18T01:39:28,Web,Vulnerable Support,2025-04-21T22:21:28,Cash Withdrawal,81.48,Utilities,Delayed Refund,Distressed,Partial,2,Standard,Payment Operations,Resolved,2025-05-18T17:25:05,2025-05-22T13:45:13,120,0,1,2,3,No,No,No,Full Refund,81.48,108.10,15.76,No,Valid
PFXC-002008,TXN-0004784,2025-04-20T12:42:31,Mobile,Standard,2025-04-06T01:03:31,Card Purchase,16.46,Travel,Duplicate Debit,Frustrated,Complete,3,Low,Refund Approval,Resolved,2025-04-21T11:24:14,2025-04-21T20:59:13,168,2,0,2,1,No,No,No,Full Refund,16.46,32.28,22.70,No,Valid
PFXC-002009,TXN-0004679,2025-09-04T14:26:49,Web,Standard,2025-07-13T20:46:49,Bank Transfer,34.10,Travel,Unauthorised Transaction,Frustrated,Missing,0,Standard,Refund Approval,Resolved,2025-09-05T13:44:56,2025-09-10T08:13:44,120,1,1,2,3,No,Yes,No,Full Refund,34.10,137.78,23.30,Yes,Valid
PFXC-002010,TXN-0010013,2026-05-13T12:21:07,Web,Standard,2026-04-21T22:37:07,Direct Debit,99.32,Digital Services,Incorrect Amount,Frustrated,Partial,2,Low,Payment Operations,Rejected,2026-05-14T17:35:27,2026-05-18T16:35:42,168,1,1,2,2,No,No,No,No Refund,0.00,124.24,29.24,No,Valid
PFXC-002011,TXN-0003355,2025-04-06T00:06:06,Mobile,Standard,2025-02-09T15:01:06,Bank Transfer,5.86,Other,Failed Payment,Frustrated,Complete,4,Standard,Technical Support,Pending Customer,2025-04-06T18:26:46,,120,2,2,4,3,No,No,No,Pending,0.00,,18.34,No,Valid
PFXC-002012,TXN-0010341,2026-03-22T09:55:18,Mobile,Assisted Digital,2026-02-13T06:39:18,Direct Debit,487.86,Retail,Delayed Refund,Frustrated,Partial,2,Standard,Complaints,Pending Customer,2026-03-23T01:44:41,,120,2,1,3,2,No,No,Yes,Pending,0.00,,15.82,No,Valid
PFXC-002013,TXN-0011858,2026-01-12T14:03:17,Web,Standard,2025-11-17T21:41:17,Card Purchase,227.51,Travel,Unauthorised Transaction,Frustrated,Partial,2,Standard,Fraud Review,Rejected,2026-01-13T07:42:48,2026-01-21T02:00:18,120,3,2,3,3,Yes,No,No,No Refund,0.00,203.95,17.66,Yes,Valid
PFXC-002014,TXN-0009175,2025-08-01T15:43:14,Web,Assisted Digital,2025-07-14T18:20:14,Wallet Payment,111.21,Subscription,Other,Neutral,Complete,3,Standard,Customer Service,Resolved,2025-08-02T03:43:41,2025-08-04T14:38:50,120,2,0,1,2,No,No,No,Partial Refund,27.88,70.93,12.01,No,Valid
PFXC-002015,TXN-0010970,2025-11-08T02:36:07,Web,Standard,2025-09-12T16:16:07,Bank Transfer,519.42,Retail,Failed Payment,Frustrated,Partial,2,Standard,Technical Support,Rejected,2025-11-08T20:15:24,2025-11-11T19:59:03,120,1,1,2,3,No,No,No,No Refund,0.00,89.38,17.65,No,Valid
PFXC-002016,TXN-0009805,2025-11-16T14:26:55,Call Centre,Assisted Digital,2025-10-29T05:37:55,Card Purchase,30.83,Utilities,Delayed Refund,Frustrated,Complete,3,Standard,Fraud Review,Resolved,2025-11-17T12:29:21,2025-11-22T17:53:01,120,3,0,3,4,Yes,Yes,Yes,Fraud Referral,0.00,147.44,22.04,Yes,Valid
PFXC-002017,TXN-0008467,2025-10-30T21:05:20,Web,Standard,2025-10-01T15:35:20,Direct Debit,51.71,Travel,Duplicate Debit,Distressed,Complete,3,Standard,Payment Operations,Rejected,2025-10-31T21:08:21,2025-11-01T21:15:02,120,1,0,2,1,No,No,No,No Refund,0.00,48.16,24.05,No,Valid
PFXC-002018,TXN-0002273,2025-04-21T21:26:34,Call Centre,Assisted Digital,2025-03-04T11:06:34,Card Purchase,115.56,Retail,Subscription Dispute,Neutral,Complete,4,Standard,Customer Service,Resolved,2025-04-22T21:05:22,2025-04-24T07:39:02,120,0,0,1,2,No,No,No,Full Refund,115.56,58.21,23.65,No,Valid
PFXC-002019,TXN-0010548,2025-07-19T20:13:11,Mobile,Standard,2025-05-24T22:04:11,Card Purchase,63.27,Digital Services,Delayed Refund,Distressed,Missing,0,Standard,Payment Operations,Resolved,2025-07-20T11:43:28,2025-07-28T20:28:23,120,2,2,4,4,No,Yes,No,Full Refund,63.27,216.25,15.50,Yes,Valid
PFXC-002020,TXN-0010831,2026-06-13T00:05:57,Web,Standard,2026-04-19T14:49:57,Card Purchase,30.45,Travel,Cash Withdrawal Dispute,Frustrated,Partial,1,Standard,Customer Service,Resolved,2026-06-13T15:00:05,2026-06-18T22:26:20,120,2,0,3,3,No,No,Yes,Full Refund,30.45,142.34,14.90,Yes,Valid
PFXC-002021,TXN-0001700,2025-07-14T10:06:42,Mobile,Standard,2025-07-06T10:36:42,Direct Debit,149.33,Other,Unauthorised Transaction,Distressed,Complete,3,Standard,Fraud Review,Resolved,2025-07-14T22:22:32,2025-07-21T10:18:59,120,2,1,2,4,Yes,No,No,Fraud Referral,0.00,168.20,12.26,Yes,Valid
PFXC-002022,TXN-0003351,2026-03-12T19:46:50,Mobile,Standard,2026-03-07T21:58:50,Cash Withdrawal,16.42,Retail,Merchant Non-confirmation,Frustrated,Partial,2,Standard,Technical Support,Resolved,2026-03-13T17:21:08,2026-03-18T14:06:21,120,1,1,4,4,No,No,No,Partial Refund,4.71,138.33,21.57,Yes,Valid
PFXC-002023,TXN-0006662,2025-11-03T22:06:15,Chat,Standard,2025-10-17T00:45:15,Card Purchase,24.50,Other,Subscription Dispute,Frustrated,Partial,1,Low,Fraud Review,Resolved,2025-11-04T22:17:24,2025-11-12T00:50:12,168,3,1,3,3,Yes,Yes,No,Full Refund,24.50,194.73,24.19,Yes,Valid
PFXC-002024,TXN-0000215,2025-07-20T03:57:36,Mobile,Standard,2025-07-09T02:33:36,Wallet Payment,117.37,Utilities,Subscription Dispute,Frustrated,Complete,4,Low,Fraud Review,Resolved,2025-07-21T11:40:28,2025-07-28T01:30:40,168,3,1,3,2,Yes,No,Yes,Fraud Referral,0.00,189.55,31.71,Yes,Valid
PFXC-002025,TXN-0000279,2025-02-13T21:57:02,Web,Standard,2025-01-23T19:11:02,Card Purchase,66.41,Other,Other,Positive,Complete,2,Low,Customer Service,Rejected,2025-02-15T05:45:00,2025-02-18T11:08:10,168,1,0,1,2,No,No,No,No Refund,0.00,109.19,31.80,No,Valid
PFXC-002026,TXN-0002089,2026-02-09T11:53:14,Call Centre,Assisted Digital,2025-12-16T18:59:14,Card Purchase,110.62,Travel,Failed Payment,Frustrated,Complete,2,Standard,Technical Support,Resolved,2026-02-10T04:19:25,2026-02-12T21:06:51,120,2,0,2,3,No,No,No,Partial Refund,36.28,81.23,16.44,No,Valid
PFXC-002027,TXN-0000234,2025-05-15T04:52:04,Mobile,Standard,2025-05-08T05:57:04,Direct Debit,155.32,Other,Incorrect Amount,Positive,Partial,1,Standard,Payment Operations,Resolved,2025-05-16T02:28:02,2025-05-19T13:06:40,120,1,1,1,3,No,No,Yes,Full Refund,155.32,104.24,21.60,No,Valid
PFXC-002028,TXN-0001070,2025-05-03T00:35:21,Call Centre,Standard,2025-03-30T16:48:21,Wallet Payment,18.09,Travel,Delayed Refund,Frustrated,Partial,1,Low,Payment Operations,In Investigation,2025-05-04T04:01:48,,168,1,0,3,2,No,No,Yes,Pending,0.00,,27.44,No,Valid
PFXC-002029,TXN-0011315,2025-05-16T22:58:01,Web,Standard,2025-04-06T19:34:01,Card Purchase,207.11,Cash Withdrawal,Delayed Refund,Neutral,Partial,1,Standard,Payment Operations,In Investigation,2025-05-17T19:53:29,,120,2,0,3,2,No,No,No,Pending,0.00,,20.92,No,Valid
PFXC-002030,TXN-0007760,2026-05-18T05:01:52,Mobile,Assisted Digital,2026-05-07T21:26:52,Card Purchase,33.96,Retail,Duplicate Debit,Frustrated,Complete,4,Standard,Payment Operations,Rejected,2026-05-18T22:26:28,2026-05-21T01:00:16,120,1,0,2,3,No,No,No,No Refund,0.00,67.97,17.41,No,Valid
PFXC-002031,TXN-0002973,2025-08-28T15:37:54,Web,Standard,2025-07-20T08:55:54,Wallet Payment,47.36,Cash Withdrawal,Unauthorised Transaction,Frustrated,Missing,0,Standard,Fraud Review,Resolved,2025-08-29T01:21:12,2025-09-05T03:27:45,120,2,0,3,4,Yes,No,No,Full Refund,47.36,179.83,9.72,Yes,Valid
PFXC-002032,TXN-0001311,2025-09-09T23:06:24,Mobile,Assisted Digital,2025-07-22T16:34:24,Card Purchase,157.43,Utilities,Delayed Refund,Neutral,Complete,3,Standard,Payment Operations,Awaiting Evidence,2025-09-10T12:02:04,,120,0,2,3,3,No,No,No,Pending,0.00,,12.93,No,Valid
PFXC-002033,TXN-0011093,2026-05-07T18:54:29,Mobile,Standard,2026-03-25T09:23:29,Card Purchase,102.00,Subscription,Duplicate Debit,Neutral,Partial,2,Standard,Refund Approval,Resolved,2026-05-08T07:15:20,2026-05-09T14:21:19,120,1,0,0,1,No,No,No,Full Refund,102.00,43.45,12.35,No,Valid
PFXC-002034,TXN-0003343,2025-09-02T16:38:54,Mobile,Standard,2025-08-16T04:27:54,Bank Transfer,106.28,Travel,Incorrect Amount,Frustrated,Partial,1,Low,Payment Operations,Rejected,2025-09-03T18:47:22,2025-09-04T16:47:53,168,1,0,1,1,No,No,No,No Refund,0.00,48.15,26.14,No,Valid
PFXC-002035,TXN-0007944,2025-03-22T17:14:13,Call Centre,Standard,2025-02-26T01:47:13,Bank Transfer,140.27,Retail,Failed Payment,Frustrated,Complete,4,Standard,Technical Support,Resolved,2025-03-23T09:57:33,2025-03-26T10:19:19,120,1,0,2,2,No,No,No,Full Refund,140.27,89.09,16.72,No,Valid
PFXC-002036,TXN-0004627,2025-05-25T12:38:43,Mobile,Assisted Digital,2025-05-01T00:00:43,Card Purchase,221.76,Travel,Delayed Refund,Frustrated,Complete,4,Low,Payment Operations,Resolved,2025-05-26T17:54:26,2025-05-30T02:58:18,168,0,2,2,3,No,No,Yes,Full Refund,221.76,110.33,29.26,No,Valid
PFXC-002037,TXN-0004679,2025-10-17T02:18:03,Mobile,Standard,2025-10-09T08:42:03,Card Purchase,62.88,Retail,Merchant Non-confirmation,Positive,Complete,4,Standard,Technical Support,Resolved,2025-10-18T02:45:43,2025-10-21T17:05:19,120,2,1,0,4,No,No,No,Full Refund,62.88,110.79,24.46,No,Valid
PFXC-002038,TXN-0002584,2025-07-07T12:09:36,Chat,Standard,2025-06-19T14:13:36,Card Purchase,708.81,Cash Withdrawal,Other,Distressed,Partial,2,Standard,Refund Approval,Resolved,2025-07-08T01:23:05,2025-07-11T20:47:46,120,1,1,2,1,No,No,No,Full Refund,708.81,104.64,13.22,No,Valid
PFXC-002039,TXN-0006508,2025-06-06T16:48:38,Call Centre,Standard,2025-06-05T00:42:38,Bank Transfer,305.10,Other,Failed Payment,Distressed,Complete,2,Standard,Technical Support,Rejected,2025-06-07T02:58:29,2025-06-09T01:53:10,120,2,1,2,1,No,No,No,No Refund,0.00,57.08,10.16,No,Valid
PFXC-002040,TXN-0008065,2026-02-13T14:57:47,Web,Standard,2026-01-27T10:51:47,Card Purchase,68.09,Travel,Merchant Non-confirmation,Frustrated,Missing,0,Standard,Refund Approval,Resolved,2026-02-14T17:26:51,2026-02-20T22:08:19,120,1,2,3,3,No,Yes,Yes,Partial Refund,28.83,175.18,26.48,Yes,Valid
PFXC-002041,TXN-0008794,2025-11-11T16:37:43,Call Centre,Vulnerable Support,2025-10-25T13:01:43,Direct Debit,116.73,Retail,Failed Payment,Neutral,Complete,4,High,Technical Support,Resolved,2025-11-11T22:17:29,2025-11-13T19:00:16,72,1,0,1,3,No,No,No,Partial Refund,92.38,50.38,5.66,No,Valid
PFXC-002042,TXN-0001124,2026-04-01T17:30:43,Mobile,Standard,2026-01-30T18:30:43,Bank Transfer,46.03,Retail,Delayed Refund,Frustrated,Partial,1,Standard,Payment Operations,Resolved,2026-04-02T15:02:32,2026-04-05T22:53:41,120,2,0,2,1,No,No,No,Full Refund,46.03,101.38,21.53,No,Valid
PFXC-002043,TXN-0010600,2025-03-12T20:22:05,Mobile,Assisted Digital,2025-01-12T12:39:05,Card Purchase,30.21,Utilities,Incorrect Amount,Frustrated,Complete,4,Standard,Payment Operations,Resolved,2025-03-13T07:19:41,2025-03-18T00:02:33,120,0,2,5,4,No,Yes,No,Full Refund,30.21,123.67,10.96,Yes,Valid
PFXC-002044,TXN-0002066,2026-03-27T15:14:04,Web,Standard,2026-02-16T04:18:04,Card Purchase,318.97,Travel,Delayed Refund,Distressed,Missing,0,Standard,Payment Operations,Resolved,2026-03-28T14:56:21,2026-04-03T05:09:18,120,0,1,3,3,No,Yes,No,Full Refund,318.97,157.92,23.70,Yes,Valid
PFXC-002045,TXN-0004325,2025-11-09T11:10:37,Web,Standard,2025-09-13T05:13:37,Card Purchase,81.31,Retail,Merchant Non-confirmation,Frustrated,Missing,0,Standard,Complaints,Rejected,2025-11-09T23:55:21,2025-11-17T08:45:05,120,3,1,4,5,No,No,Yes,No Refund,0.00,189.57,12.75,Yes,Valid
PFXC-002046,TXN-0010357,2025-07-22T19:41:25,Call Centre,Standard,2025-06-02T23:08:25,Card Purchase,20.32,Retail,Merchant Non-confirmation,Frustrated,Partial,1,Low,Refund Approval,Resolved,2025-07-24T00:03:59,2025-07-27T22:56:19,168,2,1,3,3,No,No,No,Full Refund,20.32,123.25,28.38,No,Valid
PFXC-002047,TXN-0005446,2026-04-24T23:20:02,Email,Standard,2026-03-17T04:38:02,Card Purchase,232.99,Retail,Delayed Refund,Distressed,Partial,1,Low,Payment Operations,Resolved,2026-04-25T23:47:19,2026-05-02T19:50:30,168,2,1,2,3,No,Yes,No,Full Refund,232.99,188.51,24.45,Yes,Valid
PFXC-002048,TXN-0006488,2026-06-25T07:34:43,Chat,Assisted Digital,2026-06-04T22:47:43,Bank Transfer,76.09,Retail,Unauthorised Transaction,Frustrated,Complete,4,Standard,Customer Service,Awaiting Evidence,2026-06-26T00:11:38,,120,1,1,3,1,No,Yes,No,Pending,0.00,,16.62,No,Valid
PFXC-002049,TXN-0005240,2026-02-05T17:47:25,Web,Standard,2026-01-30T03:02:25,Card Purchase,185.27,Utilities,Subscription Dispute,Neutral,Complete,4,Standard,Customer Service,Rejected,2026-02-06T12:02:18,2026-02-09T16:28:03,120,1,1,1,3,No,No,No,No Refund,0.00,94.68,18.25,No,Valid
PFXC-002050,TXN-0010358,2026-06-08T23:58:01,Web,Standard,2026-05-01T05:52:01,Card Purchase,91.64,Subscription,Merchant Non-confirmation,Neutral,Complete,3,Standard,Technical Support,In Triage,2026-06-09T21:20:41,,120,2,1,1,4,No,Yes,No,Pending,0.00,,21.38,No,Valid
PFXC-002051,TXN-0007749,2025-03-12T21:52:47,Mobile,Standard,2025-01-13T09:10:47,Card Purchase,17.61,Cash Withdrawal,Other,Distressed,Missing,0,Standard,Customer Service,Rejected,2025-03-13T22:49:57,2025-03-19T05:31:20,120,0,1,3,2,No,No,No,No Refund,0.00,151.64,24.95,Yes,Valid
PFXC-002052,TXN-0008523,2025-10-24T07:43:06,Web,Standard,2025-08-27T19:53:06,Card Purchase,60.67,Retail,Merchant Non-confirmation,Frustrated,Partial,1,Standard,Fraud Review,Resolved,2025-10-25T00:13:49,2025-11-01T19:08:04,120,2,1,4,4,Yes,No,Yes,Fraud Referral,0.00,203.42,16.51,Yes,Valid
PFXC-002053,TXN-0005366,2025-08-23T02:17:05,Mobile,Standard,2025-07-19T08:10:05,Direct Debit,180.89,Digital Services,Unauthorised Transaction,Frustrated,Missing,0,High,Fraud Review,Resolved,2025-08-23T15:06:10,2025-09-02T10:39:13,72,4,1,4,5,Yes,Yes,No,Full Refund,180.89,248.37,12.82,Yes,Valid
PFXC-002054,TXN-0010947,2025-09-27T08:35:19,Mobile,Standard,2025-08-01T21:32:19,Wallet Payment,85.87,Retail,Failed Payment,Distressed,Missing,0,Standard,Technical Support,In Triage,2025-09-28T04:06:07,,120,0,2,1,3,No,No,No,Pending,0.00,,19.51,No,Valid
PFXC-002055,TXN-0006301,2025-01-17T21:46:40,Chat,Standard,2025-01-06T17:18:40,Wallet Payment,200.50,Retail,Unauthorised Transaction,Frustrated,Complete,4,Standard,Customer Service,Resolved,2025-01-18T16:24:20,2025-01-22T05:35:06,120,0,1,2,3,No,No,No,Full Refund,200.50,103.81,18.63,No,Valid
PFXC-002056,TXN-0003754,2025-09-13T12:51:01,Web,Standard,2025-08-22T21:47:01,Cash Withdrawal,506.62,Retail,Merchant Non-confirmation,Positive,Partial,1,Standard,Technical Support,Pending Approval,2025-09-14T08:08:27,,120,1,0,0,4,No,No,Yes,Pending,0.00,,19.29,No,Valid
PFXC-002057,TXN-0004833,2025-03-23T09:09:16,Mobile,Standard,2025-03-13T01:55:16,Direct Debit,141.12,Travel,Duplicate Debit,Neutral,Partial,1,Standard,Payment Operations,Resolved,2025-03-24T06:36:07,2025-03-27T17:48:56,120,3,1,0,3,No,Yes,No,Partial Refund,81.20,104.66,21.45,No,Valid
PFXC-002058,TXN-0011149,2025-02-28T16:39:05,Web,Standard,2025-02-23T06:12:05,Card Purchase,249.81,Digital Services,Subscription Dispute,Positive,Partial,2,Standard,Customer Service,Rejected,2025-03-01T08:12:07,2025-03-05T11:08:27,120,2,1,0,3,No,No,No,No Refund,0.00,114.49,15.55,No,Valid
PFXC-002059,TXN-0012268,2025-11-01T14:33:20,Call Centre,Standard,2025-10-06T09:28:20,Card Purchase,50.93,Other,Duplicate Debit,Distressed,Missing,0,Low,Payment Operations,Resolved,2025-11-02T20:28:04,2025-11-07T18:40:55,168,2,1,2,3,No,Yes,No,Full Refund,50.93,148.13,29.91,No,Valid
PFXC-002060,TXN-0003628,2025-03-25T02:39:31,Mobile,Standard,2025-01-24T14:33:31,Card Purchase,19.24,Retail,Failed Payment,Neutral,Partial,1,Standard,Technical Support,In Triage,2025-03-25T23:34:28,,120,1,1,0,1,No,Yes,No,Pending,0.00,,20.92,No,Valid
