evidence_id,case_id,evidence_type,submitted_by,received_datetime,file_format,completeness_status,review_outcome,sensitive_data_flag,security_scan_result
EVD-00004515,PFXC-001876,Merchant Communication,Customer,2025-03-06T16:09:01,PDF,Complete,Accepted,No,Passed
EVD-00004516,PFXC-001876,Screenshot,Customer,2025-03-07T18:09:23,PDF,Incomplete,Further Evidence Required,Yes,Passed
EVD-00004517,PFXC-001877,Receipt,Customer,2025-03-10T01:12:32,JPG,Complete,Accepted,No,Not Applicable
EVD-00004518,PFXC-001878,Receipt,Merchant,2025-06-13T20:42:36,JPG,Complete,Accepted,No,Passed
EVD-00004519,PFXC-001878,Receipt,Customer,2025-06-12T10:49:31,Other,Complete,Accepted,No,Passed
EVD-00004520,PFXC-001879,Merchant Communication,Customer,2025-02-17T22:25:03,JPG,Complete,Accepted,No,Passed
EVD-00004521,PFXC-001879,Merchant Communication,Merchant,2025-02-17T15:24:56,PNG,Unreadable,Rejected,No,Passed
EVD-00004522,PFXC-001879,Other,Customer,2025-02-19T14:44:20,PDF,Complete,Accepted,No,Passed
EVD-00004523,PFXC-001879,Receipt,Merchant,2025-02-19T09:52:36,PNG,Complete,Accepted,No,Passed
EVD-00004524,PFXC-001880,Screenshot,Customer,2026-02-12T13:30:40,PNG,Complete,Accepted,No,Passed
EVD-00004525,PFXC-001880,Receipt,Customer,2026-02-11T06:13:33,PDF,Complete,Accepted,No,Passed
EVD-00004526,PFXC-001880,Merchant Communication,Customer,2026-02-11T05:43:22,JPG,Incomplete,Further Evidence Required,No,Passed
EVD-00004527,PFXC-001880,Screenshot,Customer,2026-02-11T03:16:10,PDF,Complete,Accepted,No,Passed
EVD-00004528,PFXC-001881,Receipt,Customer,2026-05-11T01:21:46,PNG,Complete,Accepted,No,Passed
EVD-00004529,PFXC-001881,Bank Statement,Customer,2026-05-12T12:17:53,PDF,Complete,Accepted,No,Passed
EVD-00004530,PFXC-001881,Bank Statement,Customer,2026-05-11T11:17:24,PDF,Complete,Accepted,No,Passed
EVD-00004531,PFXC-001882,Other,Customer,2026-01-08T07:45:54,PNG,Complete,Accepted,No,Passed
EVD-00004532,PFXC-001883,Receipt,Customer,2025-06-02T14:45:28,JPG,Complete,Accepted,No,Passed
EVD-00004533,PFXC-001883,Identity Evidence,Customer,2025-06-02T02:47:23,PDF,Complete,Accepted,No,Passed
EVD-00004534,PFXC-001884,Receipt,Merchant,2025-05-02T18:23:34,PDF,Complete,Accepted,No,Passed
EVD-00004535,PFXC-001884,Screenshot,Customer,2025-05-02T20:40:36,PDF,Complete,Accepted,No,Passed
EVD-00004536,PFXC-001884,Merchant Communication,Customer,2025-05-02T03:27:51,PDF,Complete,Accepted,No,Passed
EVD-00004537,PFXC-001884,Screenshot,Customer,2025-05-03T00:24:07,PNG,Complete,Further Evidence Required,No,Passed
EVD-00004538,PFXC-001885,Receipt,Operations,2026-03-02T18:25:58,PDF,Incomplete,Further Evidence Required,Yes,Passed
EVD-00004539,PFXC-001885,Merchant Communication,Customer,2026-02-28T19:55:46,PDF,Complete,Accepted,No,Passed
EVD-00004540,PFXC-001885,Bank Statement,Customer,2026-02-28T23:42:53,PNG,Complete,Accepted,No,Passed
EVD-00004541,PFXC-001885,Bank Statement,Customer,2026-03-02T02:17:19,PDF,Complete,Accepted,No,Passed
EVD-00004542,PFXC-001886,Merchant Communication,Customer,2025-07-22T17:21:55,JPG,Complete,Accepted,Yes,Not Applicable
EVD-00004543,PFXC-001886,Screenshot,Operations,2025-07-23T22:59:09,PDF,Incomplete,Rejected,No,Passed
EVD-00004544,PFXC-001888,Merchant Communication,Customer,2025-12-17T20:31:43,PDF,Complete,Accepted,No,Passed
EVD-00004545,PFXC-001889,Screenshot,Operations,2025-01-26T23:39:00,JPG,Complete,Accepted,No,Passed
EVD-00004546,PFXC-001889,Screenshot,Customer,2025-01-25T17:40:27,PNG,Unreadable,Further Evidence Required,No,Passed
EVD-00004547,PFXC-001889,Screenshot,Customer,2025-01-26T11:51:42,Other,Unreadable,Further Evidence Required,Yes,Not Applicable
EVD-00004548,PFXC-001889,Merchant Communication,Merchant,2025-01-26T03:46:02,PDF,Incomplete,Further Evidence Required,No,Passed
EVD-00004549,PFXC-001890,Merchant Communication,Merchant,2025-06-07T02:11:00,PNG,Complete,Accepted,No,Passed
EVD-00004550,PFXC-001890,Receipt,Customer,2025-06-06T02:23:55,Other,Complete,Accepted,No,Passed
EVD-00004551,PFXC-001891,Screenshot,Customer,2025-06-07T17:01:28,PDF,Complete,Accepted,Yes,Passed
EVD-00004552,PFXC-001891,Merchant Communication,Customer,2025-06-07T18:30:42,Other,Complete,Accepted,No,Passed
EVD-00004553,PFXC-001891,Other,Customer,2025-06-10T07:26:58,PNG,Complete,Accepted,No,Passed
EVD-00004554,PFXC-001892,Receipt,Operations,2025-09-05T19:23:39,PDF,Complete,Accepted,No,Passed
EVD-00004555,PFXC-001892,Bank Statement,Operations,2025-09-05T12:06:32,Other,Complete,Accepted,No,Passed
EVD-00004556,PFXC-001892,Other,Customer,2025-09-07T10:04:27,JPG,Complete,Accepted,No,Not Applicable
EVD-00004557,PFXC-001893,Screenshot,Customer,2025-03-26T01:13:42,PDF,Complete,Further Evidence Required,No,Passed
EVD-00004558,PFXC-001894,Merchant Communication,Customer,2026-01-23T22:58:54,PDF,Complete,Accepted,No,Not Applicable
EVD-00004559,PFXC-001894,Screenshot,Customer,2026-01-23T15:24:42,Other,Incomplete,Rejected,No,Passed
EVD-00004560,PFXC-001894,Screenshot,Operations,2026-01-23T23:35:35,PDF,Complete,Accepted,No,Passed
EVD-00004561,PFXC-001895,Merchant Communication,Customer,2026-04-23T00:20:48,JPG,Unreadable,Rejected,No,Passed
EVD-00004562,PFXC-001895,Receipt,Merchant,2026-04-22T11:11:26,Other,Incomplete,Further Evidence Required,No,Passed
EVD-00004563,PFXC-001895,Receipt,Customer,2026-04-23T15:02:01,Other,Complete,Accepted,No,Passed
EVD-00004564,PFXC-001896,Merchant Communication,Customer,2025-03-13T18:02:35,PDF,Complete,Further Evidence Required,No,Passed
EVD-00004565,PFXC-001896,Bank Statement,Customer,2025-03-14T11:58:04,PNG,Unreadable,Further Evidence Required,Yes,Passed
EVD-00004566,PFXC-001897,Merchant Communication,Customer,2025-02-10T01:27:16,PDF,Complete,Accepted,Yes,Passed
EVD-00004567,PFXC-001897,Screenshot,Customer,2025-02-12T06:35:01,PDF,Complete,Accepted,No,Passed
EVD-00004568,PFXC-001898,Screenshot,Customer,2026-01-13T12:27:13,PDF,Complete,Accepted,No,Passed
EVD-00004569,PFXC-001898,Merchant Communication,Merchant,2026-01-13T10:04:56,PDF,Complete,Accepted,Yes,Failed
EVD-00004570,PFXC-001898,Screenshot,Operations,2026-01-11T05:45:38,PNG,Complete,Accepted,No,Passed
EVD-00004571,PFXC-001898,Bank Statement,Customer,2026-01-11T02:24:17,Other,Complete,Accepted,No,Passed
EVD-00004572,PFXC-001899,Screenshot,Customer,2026-04-15T07:08:49,PDF,Complete,Accepted,No,Passed
EVD-00004573,PFXC-001899,Bank Statement,Customer,2026-04-16T03:31:47,PDF,Complete,Accepted,No,Passed
EVD-00004574,PFXC-001900,Merchant Communication,Customer,2025-04-08T02:09:22,Other,Complete,Accepted,No,Not Applicable
EVD-00004575,PFXC-001900,Receipt,Customer,2025-04-06T13:31:56,JPG,Incomplete,Rejected,No,Passed
EVD-00004576,PFXC-001900,Screenshot,Customer,2025-04-07T08:55:08,Other,Complete,Further Evidence Required,No,Passed
EVD-00004577,PFXC-001900,Screenshot,Customer,2025-04-08T05:10:44,PDF,Complete,Accepted,No,Passed
EVD-00004578,PFXC-001901,Merchant Communication,Customer,2026-06-23T11:00:13,PDF,Complete,Accepted,No,Passed
EVD-00004579,PFXC-001901,Receipt,Customer,2026-06-22T01:59:35,PDF,Complete,Accepted,Yes,Passed
EVD-00004580,PFXC-001901,Receipt,Customer,2026-06-24T05:05:14,CSV,Complete,Accepted,No,Passed
EVD-00004581,PFXC-001902,Screenshot,Customer,2026-02-14T23:05:00,PNG,Complete,Accepted,No,Passed
EVD-00004582,PFXC-001902,Merchant Communication,Customer,2026-02-14T18:10:43,PDF,Complete,Accepted,No,Passed
EVD-00004583,PFXC-001902,Screenshot,Customer,2026-02-16T23:43:51,PDF,Complete,Accepted,No,Passed
EVD-00004584,PFXC-001902,Identity Evidence,Customer,2026-02-16T22:42:27,PDF,Complete,Accepted,No,Passed
EVD-00004585,PFXC-001903,Screenshot,Customer,2026-01-23T02:06:25,JPG,Complete,Accepted,No,Passed
EVD-00004586,PFXC-001903,Merchant Communication,Customer,2026-01-21T12:19:27,CSV,Complete,Accepted,No,Passed
EVD-00004587,PFXC-001904,Receipt,Customer,2025-11-29T03:56:52,PDF,Complete,Accepted,No,Passed
EVD-00004588,PFXC-001904,Screenshot,Customer,2025-11-29T11:10:49,PDF,Complete,Accepted,Yes,Passed
EVD-00004589,PFXC-001904,Other,Customer,2025-11-30T20:48:18,Other,Unreadable,Further Evidence Required,Yes,Passed
EVD-00004590,PFXC-001905,Identity Evidence,Customer,2025-05-13T08:44:21,JPG,Complete,Accepted,Yes,Not Applicable
EVD-00004591,PFXC-001905,Screenshot,Customer,2025-05-14T09:56:27,JPG,Complete,Accepted,No,Passed
EVD-00004592,PFXC-001906,Receipt,Merchant,2025-07-16T15:29:20,PDF,Complete,Accepted,No,Not Applicable
EVD-00004593,PFXC-001907,Other,Operations,2025-10-02T03:21:16,PDF,Unreadable,Rejected,No,Passed
EVD-00004594,PFXC-001907,Other,Merchant,2025-10-04T12:02:45,CSV,Complete,Accepted,No,Passed
EVD-00004595,PFXC-001907,Receipt,Customer,2025-10-04T09:58:21,PDF,Complete,Accepted,No,Passed
EVD-00004596,PFXC-001908,Screenshot,Customer,2025-01-16T09:56:08,PNG,Complete,Accepted,No,Passed
EVD-00004597,PFXC-001908,Screenshot,Customer,2025-01-17T07:20:47,PDF,Complete,Accepted,No,Passed
EVD-00004598,PFXC-001909,Receipt,Customer,2025-06-10T13:59:41,PDF,Unreadable,Rejected,Yes,Passed
EVD-00004599,PFXC-001909,Receipt,Customer,2025-06-09T17:30:23,JPG,Complete,Accepted,No,Passed
EVD-00004600,PFXC-001910,Receipt,Operations,2026-03-17T22:00:42,JPG,Complete,Accepted,No,Passed
EVD-00004601,PFXC-001911,Receipt,Customer,2025-07-01T08:10:17,PDF,Complete,Accepted,No,Passed
EVD-00004602,PFXC-001911,Receipt,Customer,2025-07-01T16:42:04,PDF,Complete,Accepted,No,Passed
EVD-00004603,PFXC-001911,Merchant Communication,Customer,2025-06-30T18:54:49,PDF,Incomplete,Further Evidence Required,No,Passed
EVD-00004604,PFXC-001911,Merchant Communication,Operations,2025-06-30T00:35:02,Other,Incomplete,Further Evidence Required,No,Passed
EVD-00004605,PFXC-001912,Bank Statement,Customer,2025-09-18T08:57:51,JPG,Incomplete,Rejected,Yes,Passed
EVD-00004606,PFXC-001912,Screenshot,Customer,2025-09-16T13:50:16,Other,Complete,Accepted,No,Passed
EVD-00004607,PFXC-001912,Screenshot,Customer,2025-09-17T11:57:07,JPG,Complete,Accepted,No,Passed
EVD-00004608,PFXC-001913,Screenshot,Customer,2025-04-17T14:38:23,PNG,Incomplete,Further Evidence Required,No,Passed
EVD-00004609,PFXC-001913,Other,Customer,2025-04-19T08:42:20,PNG,Unreadable,Further Evidence Required,No,Passed
EVD-00004610,PFXC-001914,Screenshot,Customer,2026-06-17T09:36:17,PDF,Complete,Accepted,No,Passed
EVD-00004611,PFXC-001914,Receipt,Customer,2026-06-20T00:02:55,Other,Complete,Accepted,No,Passed
EVD-00004612,PFXC-001914,Receipt,Customer,2026-06-19T11:10:34,PDF,Complete,Accepted,No,Not Applicable
EVD-00004613,PFXC-001915,Bank Statement,Customer,2025-04-21T11:25:22,Other,Complete,Further Evidence Required,No,Passed
EVD-00004614,PFXC-001915,Screenshot,Customer,2025-04-23T10:32:00,PDF,Complete,Accepted,No,Passed
EVD-00004615,PFXC-001917,Receipt,Customer,2026-01-17T21:37:21,PDF,Complete,Further Evidence Required,No,Passed
EVD-00004616,PFXC-001917,Merchant Communication,Merchant,2026-01-19T12:05:34,JPG,Complete,Further Evidence Required,Yes,Passed
EVD-00004617,PFXC-001918,Bank Statement,Customer,2026-06-15T02:59:45,PNG,Unreadable,Rejected,No,Passed
EVD-00004618,PFXC-001918,Screenshot,Customer,2026-06-16T15:33:24,PNG,Complete,Accepted,No,Passed
EVD-00004619,PFXC-001918,Merchant Communication,Customer,2026-06-17T19:48:17,JPG,Incomplete,Further Evidence Required,No,Passed
EVD-00004620,PFXC-001918,Bank Statement,Merchant,2026-06-15T22:31:45,PDF,Complete,Accepted,No,Passed
EVD-00004621,PFXC-001919,Screenshot,Customer,2025-03-01T09:39:06,PNG,Incomplete,Rejected,No,Passed
EVD-00004622,PFXC-001919,Bank Statement,Merchant,2025-03-01T09:01:16,JPG,Complete,Accepted,No,Passed
EVD-00004623,PFXC-001919,Receipt,Customer,2025-03-02T02:53:26,PDF,Complete,Accepted,No,Passed
EVD-00004624,PFXC-001919,Bank Statement,Customer,2025-03-02T18:10:09,JPG,Complete,Accepted,No,Passed
EVD-00004625,PFXC-001920,Receipt,Merchant,2026-03-24T08:24:01,PDF,Complete,Accepted,No,Passed
EVD-00004626,PFXC-001920,Screenshot,Customer,2026-03-25T01:33:52,PDF,Complete,Further Evidence Required,No,Failed
EVD-00004627,PFXC-001920,Screenshot,Customer,2026-03-24T20:05:28,PNG,Incomplete,Further Evidence Required,No,Passed
EVD-00004628,PFXC-001921,Receipt,Customer,2026-03-15T03:11:03,PDF,Unreadable,Further Evidence Required,Yes,Passed
EVD-00004629,PFXC-001921,Merchant Communication,Merchant,2026-03-16T15:29:10,PDF,Incomplete,Further Evidence Required,No,Passed
EVD-00004630,PFXC-001921,Other,Customer,2026-03-16T09:27:18,PDF,Complete,Accepted,No,Passed
EVD-00004631,PFXC-001922,Merchant Communication,Merchant,2025-02-01T01:03:47,Other,Complete,Accepted,No,Passed
EVD-00004632,PFXC-001923,Bank Statement,Customer,2026-01-30T21:55:48,JPG,Incomplete,Rejected,Yes,Passed
EVD-00004633,PFXC-001923,Identity Evidence,Merchant,2026-01-31T06:46:22,Other,Complete,Accepted,No,Passed
EVD-00004634,PFXC-001924,Other,Customer,2025-03-27T08:09:18,Other,Complete,Further Evidence Required,No,Passed
EVD-00004635,PFXC-001924,Other,Customer,2025-03-29T01:18:33,PNG,Incomplete,Further Evidence Required,No,Passed
EVD-00004636,PFXC-001924,Bank Statement,Customer,2025-03-27T14:09:53,PDF,Complete,Accepted,Yes,Passed
EVD-00004637,PFXC-001925,Receipt,Operations,2025-06-26T23:48:27,PNG,Complete,Accepted,No,Passed
EVD-00004638,PFXC-001925,Screenshot,Customer,2025-06-26T19:48:11,PDF,Incomplete,Further Evidence Required,No,Passed
EVD-00004639,PFXC-001926,Bank Statement,Customer,2026-03-10T15:12:50,PNG,Incomplete,Further Evidence Required,No,Passed
EVD-00004640,PFXC-001926,Other,Operations,2026-03-10T14:44:57,PDF,Incomplete,Further Evidence Required,No,Passed
EVD-00004641,PFXC-001927,Receipt,Customer,2025-03-11T19:09:48,PNG,Complete,Accepted,Yes,Passed
EVD-00004642,PFXC-001928,Merchant Communication,Customer,2025-01-06T03:51:23,Other,Complete,Accepted,Yes,Passed
EVD-00004643,PFXC-001929,Receipt,Customer,2025-04-25T12:59:39,PDF,Complete,Accepted,No,Passed
EVD-00004644,PFXC-001930,Screenshot,Customer,2025-04-05T05:02:20,PDF,Complete,Accepted,No,Not Applicable
EVD-00004645,PFXC-001930,Receipt,Customer,2025-04-04T00:54:00,JPG,Complete,Further Evidence Required,No,Passed
EVD-00004646,PFXC-001930,Merchant Communication,Customer,2025-04-06T14:26:06,PDF,Complete,Accepted,No,Passed
EVD-00004647,PFXC-001930,Merchant Communication,Operations,2025-04-06T11:30:35,Other,Incomplete,Rejected,No,Passed
EVD-00004648,PFXC-001931,Other,Operations,2025-01-12T15:29:01,CSV,Complete,Accepted,No,Passed
EVD-00004649,PFXC-001931,Bank Statement,Customer,2025-01-12T13:40:07,PDF,Complete,Accepted,Yes,Passed
EVD-00004650,PFXC-001932,Receipt,Merchant,2026-06-19T16:46:52,Other,Incomplete,Further Evidence Required,No,Passed
EVD-00004651,PFXC-001932,Receipt,Customer,2026-06-19T01:49:40,JPG,Complete,Accepted,No,Passed
EVD-00004652,PFXC-001932,Bank Statement,Operations,2026-06-19T03:39:08,PDF,Complete,Further Evidence Required,No,Not Applicable
EVD-00004653,PFXC-001933,Merchant Communication,Customer,2026-02-06T13:35:55,PNG,Incomplete,Rejected,No,Passed
EVD-00004654,PFXC-001933,Receipt,Customer,2026-02-04T21:02:02,PNG,Incomplete,Further Evidence Required,Yes,Passed
EVD-00004655,PFXC-001934,Receipt,Merchant,2025-05-15T16:05:48,JPG,Complete,Accepted,Yes,Passed
EVD-00004656,PFXC-001934,Bank Statement,Customer,2025-05-18T05:23:08,Other,Complete,Accepted,No,Passed
EVD-00004657,PFXC-001934,Screenshot,Customer,2025-05-17T23:10:03,PDF,Complete,Further Evidence Required,No,Passed
EVD-00004658,PFXC-001935,Bank Statement,Customer,2026-03-20T21:41:42,PNG,Complete,Further Evidence Required,No,Passed
EVD-00004659,PFXC-001935,Bank Statement,Customer,2026-03-20T02:54:53,JPG,Complete,Accepted,No,Passed
EVD-00004660,PFXC-001936,Merchant Communication,Customer,2025-12-08T19:31:00,PDF,Complete,Accepted,No,Passed
EVD-00004661,PFXC-001936,Identity Evidence,Customer,2025-12-08T02:11:44,Other,Incomplete,Further Evidence Required,No,Passed
EVD-00004662,PFXC-001937,Receipt,Operations,2026-05-15T10:25:55,Other,Complete,Accepted,No,Passed
EVD-00004663,PFXC-001937,Identity Evidence,Customer,2026-05-14T19:07:59,PNG,Complete,Accepted,No,Passed
EVD-00004664,PFXC-001937,Receipt,Operations,2026-05-15T06:12:43,PNG,Complete,Accepted,No,Passed
EVD-00004665,PFXC-001938,Screenshot,Customer,2025-04-08T03:50:05,JPG,Complete,Accepted,No,Passed
EVD-00004666,PFXC-001938,Identity Evidence,Customer,2025-04-08T00:18:16,JPG,Incomplete,Further Evidence Required,No,Passed
EVD-00004667,PFXC-001938,Bank Statement,Customer,2025-04-08T00:49:30,PNG,Complete,Accepted,No,Passed
EVD-00004668,PFXC-001938,Identity Evidence,Customer,2025-04-07T06:08:27,JPG,Incomplete,Rejected,No,Passed
EVD-00004669,PFXC-001939,Receipt,Customer,2025-12-13T17:27:59,JPG,Complete,Accepted,No,Passed
EVD-00004670,PFXC-001939,Merchant Communication,Customer,2025-12-13T18:46:36,JPG,Complete,Accepted,No,Passed
EVD-00004671,PFXC-001940,Other,Merchant,2026-03-02T19:23:16,JPG,Complete,Accepted,No,Passed
EVD-00004672,PFXC-001940,Receipt,Merchant,2026-03-02T00:00:02,PDF,Complete,Accepted,No,Passed
EVD-00004673,PFXC-001940,Bank Statement,Customer,2026-03-02T09:31:11,PDF,Complete,Accepted,Yes,Passed
EVD-00004674,PFXC-001941,Receipt,Customer,2025-11-06T09:01:48,Other,Complete,Further Evidence Required,No,Not Applicable
EVD-00004675,PFXC-001941,Merchant Communication,Operations,2025-11-04T18:58:01,PNG,Complete,Accepted,No,Passed
EVD-00004676,PFXC-001942,Receipt,Operations,2025-10-20T10:48:01,PNG,Incomplete,Rejected,No,Passed
EVD-00004677,PFXC-001942,Receipt,Customer,2025-10-21T14:02:22,PDF,Incomplete,Rejected,No,Passed
EVD-00004678,PFXC-001942,Bank Statement,Customer,2025-10-20T19:10:54,PNG,Incomplete,Rejected,No,Passed
EVD-00004679,PFXC-001942,Receipt,Customer,2025-10-19T18:05:10,JPG,Incomplete,Rejected,No,Passed
EVD-00004680,PFXC-001943,Merchant Communication,Merchant,2025-04-12T15:35:38,PDF,Complete,Accepted,No,Passed
EVD-00004681,PFXC-001943,Merchant Communication,Operations,2025-04-12T20:32:15,PNG,Incomplete,Further Evidence Required,No,Not Applicable
EVD-00004682,PFXC-001943,Receipt,Merchant,2025-04-13T06:28:57,PDF,Complete,Accepted,No,Passed
EVD-00004683,PFXC-001943,Screenshot,Merchant,2025-04-12T01:55:52,PNG,Complete,Accepted,Yes,Passed
EVD-00004684,PFXC-001944,Screenshot,Customer,2025-09-16T22:04:44,JPG,Complete,Accepted,No,Not Applicable
EVD-00004685,PFXC-001945,Merchant Communication,Customer,2025-01-28T04:49:22,Other,Complete,Accepted,No,Passed
EVD-00004686,PFXC-001945,Bank Statement,Customer,2025-01-29T21:14:04,Other,Incomplete,Further Evidence Required,No,Passed
EVD-00004687,PFXC-001946,Screenshot,Customer,2025-12-29T12:06:03,JPG,Complete,Accepted,Yes,Passed
EVD-00004688,PFXC-001946,Merchant Communication,Customer,2025-12-27T10:29:38,JPG,Incomplete,Rejected,Yes,Passed
EVD-00004689,PFXC-001946,Receipt,Customer,2025-12-29T09:21:59,PNG,Complete,Accepted,No,Not Applicable
EVD-00004690,PFXC-001946,Screenshot,Customer,2025-12-29T18:45:44,JPG,Complete,Accepted,No,Passed
EVD-00004691,PFXC-001947,Receipt,Merchant,2025-04-29T03:34:47,PDF,Complete,Accepted,No,Passed
EVD-00004692,PFXC-001947,Screenshot,Merchant,2025-04-30T01:00:31,PDF,Complete,Accepted,No,Passed
EVD-00004693,PFXC-001947,Identity Evidence,Customer,2025-04-29T07:37:08,PDF,Complete,Accepted,No,Passed
EVD-00004694,PFXC-001947,Identity Evidence,Customer,2025-04-29T01:39:32,PDF,Complete,Accepted,No,Passed
EVD-00004695,PFXC-001948,Screenshot,Customer,2025-07-18T08:22:24,PNG,Complete,Accepted,No,Passed
EVD-00004696,PFXC-001948,Other,Customer,2025-07-19T04:45:35,PNG,Complete,Accepted,No,Passed
EVD-00004697,PFXC-001949,Other,Customer,2025-12-17T15:37:45,JPG,Complete,Accepted,No,Passed
EVD-00004698,PFXC-001949,Screenshot,Customer,2025-12-16T15:26:07,PDF,Complete,Further Evidence Required,No,Passed
EVD-00004699,PFXC-001949,Receipt,Customer,2025-12-16T14:35:45,PDF,Incomplete,Rejected,No,Passed
EVD-00004700,PFXC-001949,Bank Statement,Operations,2025-12-18T04:02:53,PNG,Complete,Accepted,No,Not Applicable
EVD-00004701,PFXC-001950,Screenshot,Operations,2026-03-06T05:37:55,JPG,Complete,Accepted,Yes,Passed
EVD-00004702,PFXC-001950,Receipt,Customer,2026-03-06T17:02:30,PDF,Complete,Accepted,Yes,Failed
EVD-00004703,PFXC-001952,Merchant Communication,Customer,2025-02-04T03:30:45,JPG,Complete,Accepted,No,Passed
EVD-00004704,PFXC-001952,Receipt,Customer,2025-02-04T14:44:36,PDF,Complete,Accepted,No,Passed
EVD-00004705,PFXC-001952,Bank Statement,Customer,2025-02-06T06:38:28,JPG,Complete,Accepted,No,Passed
EVD-00004706,PFXC-001952,Bank Statement,Customer,2025-02-05T12:18:18,PDF,Complete,Further Evidence Required,No,Passed
EVD-00004707,PFXC-001953,Receipt,Operations,2025-01-08T13:17:47,Other,Unreadable,Rejected,Yes,Passed
EVD-00004708,PFXC-001953,Receipt,Customer,2025-01-09T00:34:56,PDF,Complete,Accepted,No,Passed
EVD-00004709,PFXC-001954,Screenshot,Customer,2026-02-06T01:19:50,JPG,Complete,Accepted,Yes,Passed
EVD-00004710,PFXC-001955,Receipt,Customer,2026-04-02T08:33:10,JPG,Incomplete,Further Evidence Required,No,Passed
EVD-00004711,PFXC-001955,Receipt,Customer,2026-04-03T18:09:38,JPG,Complete,Accepted,No,Passed
EVD-00004712,PFXC-001956,Screenshot,Customer,2025-05-28T13:37:04,PNG,Complete,Accepted,No,Passed
EVD-00004713,PFXC-001956,Receipt,Customer,2025-05-30T09:04:40,PNG,Complete,Accepted,Yes,Passed
EVD-00004714,PFXC-001957,Merchant Communication,Customer,2025-12-19T08:47:35,JPG,Complete,Further Evidence Required,No,Passed
EVD-00004715,PFXC-001957,Receipt,Merchant,2025-12-17T18:11:30,PNG,Complete,Accepted,No,Passed
EVD-00004716,PFXC-001958,Bank Statement,Customer,2025-09-04T10:47:09,JPG,Complete,Accepted,No,Passed
EVD-00004717,PFXC-001958,Bank Statement,Customer,2025-09-03T18:34:19,PDF,Complete,Further Evidence Required,No,Passed
EVD-00004718,PFXC-001958,Bank Statement,Customer,2025-09-03T03:15:40,PDF,Complete,Further Evidence Required,Yes,Passed
EVD-00004719,PFXC-001958,Bank Statement,Customer,2025-09-02T14:07:38,PNG,Complete,Accepted,Yes,Passed
EVD-00004720,PFXC-001959,Other,Customer,2026-04-03T08:29:27,PDF,Complete,Accepted,No,Passed
EVD-00004721,PFXC-001959,Screenshot,Customer,2026-04-03T13:53:56,PDF,Complete,Accepted,Yes,Passed
EVD-00004722,PFXC-001959,Bank Statement,Merchant,2026-04-03T12:58:20,PNG,Complete,Accepted,No,Passed
EVD-00004723,PFXC-001960,Receipt,Customer,2025-11-24T13:46:26,PNG,Incomplete,Further Evidence Required,Yes,Passed
EVD-00004724,PFXC-001960,Receipt,Customer,2025-11-23T07:01:18,PNG,Complete,Accepted,No,Passed
EVD-00004725,PFXC-001960,Bank Statement,Customer,2025-11-25T09:01:54,PNG,Complete,Further Evidence Required,No,Passed
EVD-00004726,PFXC-001961,Receipt,Customer,2025-05-31T01:54:36,PDF,Complete,Accepted,No,Passed
EVD-00004727,PFXC-001961,Merchant Communication,Merchant,2025-06-01T08:08:49,Other,Incomplete,Further Evidence Required,No,Passed
EVD-00004728,PFXC-001961,Screenshot,Customer,2025-05-30T18:36:43,PDF,Incomplete,Rejected,No,Passed
EVD-00004729,PFXC-001961,Identity Evidence,Operations,2025-05-30T14:31:31,PDF,Complete,Accepted,Yes,Passed
EVD-00004730,PFXC-001962,Merchant Communication,Customer,2025-12-31T07:10:06,PDF,Complete,Accepted,Yes,Passed
EVD-00004731,PFXC-001962,Receipt,Customer,2025-12-31T23:31:24,PDF,Complete,Accepted,No,Not Applicable
EVD-00004732,PFXC-001962,Bank Statement,Customer,2026-01-02T00:52:10,JPG,Complete,Accepted,No,Passed
EVD-00004733,PFXC-001962,Merchant Communication,Customer,2026-01-01T05:21:03,JPG,Unreadable,Further Evidence Required,No,Passed
EVD-00004734,PFXC-001963,Screenshot,Customer,2026-06-14T06:45:21,JPG,Complete,Accepted,No,Not Applicable
EVD-00004735,PFXC-001963,Screenshot,Customer,2026-06-12T19:31:23,Other,Complete,Accepted,No,Passed
EVD-00004736,PFXC-001964,Bank Statement,Customer,2025-06-28T13:31:11,JPG,Complete,Accepted,No,Passed
EVD-00004737,PFXC-001964,Receipt,Customer,2025-06-29T03:26:12,PDF,Complete,Accepted,No,Passed
EVD-00004738,PFXC-001965,Bank Statement,Customer,2025-08-16T14:58:47,PDF,Complete,Accepted,Yes,Passed
EVD-00004739,PFXC-001965,Other,Customer,2025-08-14T08:33:12,Other,Complete,Accepted,No,Passed
EVD-00004740,PFXC-001965,Receipt,Customer,2025-08-15T01:26:50,PNG,Complete,Accepted,No,Passed
EVD-00004741,PFXC-001966,Screenshot,Customer,2026-03-11T11:23:07,PDF,Complete,Further Evidence Required,No,Passed
EVD-00004742,PFXC-001966,Merchant Communication,Customer,2026-03-10T18:36:34,PDF,Unreadable,Rejected,No,Passed
EVD-00004743,PFXC-001968,Screenshot,Customer,2025-03-26T17:20:53,PDF,Incomplete,Rejected,No,Not Applicable
EVD-00004744,PFXC-001968,Receipt,Customer,2025-03-26T22:01:48,PDF,Complete,Accepted,No,Passed
EVD-00004745,PFXC-001968,Receipt,Customer,2025-03-27T14:37:07,PDF,Complete,Accepted,No,Passed
EVD-00004746,PFXC-001968,Screenshot,Customer,2025-03-26T11:04:16,PDF,Complete,Accepted,No,Passed
