event_id,case_id,event_datetime,event_type,from_status,to_status,actor_role,automated_flag,queue_from,queue_to,waiting_reason
EVT-00018532,PFXC-002384,2025-01-04T02:09:17,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018533,PFXC-002384,2025-01-04T05:59:54,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00018534,PFXC-002384,2025-01-04T10:27:19,Review,In Triage,In Investigation,Payment Operations,No,Payment Operations,Payment Operations,None
EVT-00018535,PFXC-002384,2025-01-04T15:34:46,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Customer Service,None
EVT-00018536,PFXC-002384,2025-01-06T23:41:01,Decision,In Investigation,Pending Approval,Operations,No,Customer Service,Refund Approval,None
EVT-00018537,PFXC-002384,2025-01-07T01:23:01,Notification,Pending Approval,Pending Approval,System,Yes,Customer Service,Customer Service,None
EVT-00018538,PFXC-002384,2025-01-07T01:44:19,Closure,Pending Approval,Resolved,Operations,No,Customer Service,Customer Service,None
EVT-00018539,PFXC-002385,2025-06-09T02:13:05,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018540,PFXC-002385,2025-06-09T08:06:45,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00018541,PFXC-002385,2025-06-09T17:06:28,Review,In Triage,In Investigation,Payment Operations,No,Customer Service,Customer Service,None
EVT-00018542,PFXC-002385,2025-06-10T01:12:28,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Payment Operations,None
EVT-00018543,PFXC-002385,2025-06-10T17:51:35,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Technical Support,Technical Failure
EVT-00018544,PFXC-002385,2025-06-11T12:34:59,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Fraud Review,None
EVT-00018545,PFXC-002385,2025-06-11T22:12:11,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Refund Approval,None
EVT-00018546,PFXC-002385,2025-06-12T10:55:57,Decision,In Investigation,Pending Approval,Operations,No,Refund Approval,Refund Approval,None
EVT-00018547,PFXC-002385,2025-06-12T13:07:19,Notification,Pending Approval,Pending Approval,System,Yes,Refund Approval,Refund Approval,None
EVT-00018548,PFXC-002385,2025-06-12T13:07:19,Closure,Pending Approval,Resolved,Operations,No,Refund Approval,Refund Approval,None
EVT-00018549,PFXC-002386,2025-12-04T18:15:40,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018550,PFXC-002386,2025-12-05T00:31:58,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00018551,PFXC-002386,2025-12-05T05:12:37,Review,In Triage,In Investigation,Payment Operations,No,Technical Support,Technical Support,None
EVT-00018552,PFXC-002387,2025-10-30T04:40:41,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018553,PFXC-002387,2025-10-30T05:14:53,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00018554,PFXC-002387,2025-10-30T08:09:05,Review,In Triage,In Investigation,Payment Operations,No,Technical Support,Technical Support,None
EVT-00018555,PFXC-002387,2025-11-01T04:36:08,Decision,In Investigation,Pending Approval,Operations,No,Technical Support,Technical Support,None
EVT-00018556,PFXC-002387,2025-11-01T06:06:08,Notification,Pending Approval,Pending Approval,System,Yes,Technical Support,Technical Support,None
EVT-00018557,PFXC-002387,2025-11-01T11:40:24,Closure,Pending Approval,Rejected,Operations,No,Technical Support,Technical Support,None
EVT-00018558,PFXC-002388,2025-11-16T23:10:55,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018559,PFXC-002388,2025-11-17T05:29:14,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00018560,PFXC-002388,2025-11-17T08:10:02,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Payment Operations,Payment Operations,None
EVT-00018561,PFXC-002388,2025-11-18T03:05:36,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Payment Operations,Payment Operations,Customer
EVT-00018562,PFXC-002388,2025-11-18T12:25:42,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Fraud Review,None
EVT-00018563,PFXC-002388,2025-11-20T04:56:30,Decision,In Investigation,Pending Approval,Operations,No,Fraud Review,Fraud Review,None
EVT-00018564,PFXC-002388,2025-11-20T05:41:30,Notification,Pending Approval,Pending Approval,System,Yes,Fraud Review,Fraud Review,None
EVT-00018565,PFXC-002388,2025-11-20T07:08:28,Closure,Pending Approval,Cancelled,Operations,No,Fraud Review,Fraud Review,None
EVT-00018566,PFXC-002389,2025-09-08T18:20:38,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018567,PFXC-002389,2025-09-09T00:24:54,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00018568,PFXC-002389,2025-09-09T05:17:34,Review,In Triage,In Investigation,Payment Operations,No,Payment Operations,Payment Operations,None
EVT-00018569,PFXC-002389,2025-09-11T00:56:29,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Refund Approval,None
EVT-00018570,PFXC-002389,2025-09-11T02:34:29,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00018571,PFXC-002389,2025-09-11T08:32:32,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00018572,PFXC-002390,2025-01-28T10:27:24,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018573,PFXC-002390,2025-01-28T11:33:04,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00018574,PFXC-002390,2025-01-28T14:43:53,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Technical Support,Technical Support,None
EVT-00018575,PFXC-002390,2025-01-29T09:42:17,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Technical Support,Technical Support,Customer
EVT-00018576,PFXC-002390,2025-01-29T13:37:11,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Technical Support,Technical Failure
EVT-00018577,PFXC-002390,2025-01-30T01:49:25,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Refund Approval,None
EVT-00018578,PFXC-002390,2025-02-01T10:38:18,Decision,In Investigation,Pending Approval,Operations,No,Refund Approval,Refund Approval,None
EVT-00018579,PFXC-002390,2025-02-01T13:18:18,Notification,Pending Approval,Pending Approval,System,Yes,Refund Approval,Refund Approval,None
EVT-00018580,PFXC-002390,2025-02-01T18:15:13,Closure,Pending Approval,Rejected,Operations,No,Refund Approval,Refund Approval,None
EVT-00018581,PFXC-002391,2026-05-08T13:46:41,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018582,PFXC-002391,2026-05-08T16:28:52,Assignment,Submitted,In Triage,System,Yes,Customer Service,Fraud Review,None
EVT-00018583,PFXC-002391,2026-05-09T00:43:36,Review,In Triage,In Investigation,Payment Operations,No,Fraud Review,Fraud Review,None
EVT-00018584,PFXC-002391,2026-05-09T11:18:43,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Payment Operations,None
EVT-00018585,PFXC-002391,2026-05-15T08:28:09,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Payment Operations,None
EVT-00018586,PFXC-002391,2026-05-15T09:53:09,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00018587,PFXC-002391,2026-05-15T11:21:34,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00018588,PFXC-002392,2025-06-29T08:23:57,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018589,PFXC-002392,2025-06-29T13:15:41,Assignment,Submitted,In Triage,System,Yes,Customer Service,Fraud Review,None
EVT-00018590,PFXC-002392,2025-06-29T15:42:00,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Fraud Review,Fraud Review,None
EVT-00018591,PFXC-002392,2025-06-30T15:40:07,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Fraud Review,Fraud Review,Customer
EVT-00018592,PFXC-002392,2025-07-01T09:28:26,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Technical Support,Technical Failure
EVT-00018593,PFXC-002392,2025-07-02T05:06:48,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Payment Operations,None
EVT-00018594,PFXC-002392,2025-07-02T23:48:31,Escalation,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00018595,PFXC-002392,2025-07-10T04:36:43,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Refund Approval,None
EVT-00018596,PFXC-002392,2025-07-10T06:20:43,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00018597,PFXC-002392,2025-07-10T07:10:05,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00018598,PFXC-002393,2026-02-14T08:13:16,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018599,PFXC-002393,2026-02-14T09:35:35,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00018600,PFXC-002393,2026-02-14T12:30:48,Review,In Triage,In Investigation,Payment Operations,No,Customer Service,Customer Service,None
EVT-00018601,PFXC-002393,2026-02-15T00:41:48,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Payment Operations,None
EVT-00018602,PFXC-002393,2026-02-15T13:52:24,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Fraud Review,None
EVT-00018603,PFXC-002393,2026-02-15T19:56:54,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Payment Operations,None
EVT-00018604,PFXC-002393,2026-02-16T07:38:50,Escalation,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00018605,PFXC-002393,2026-02-19T19:01:09,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Refund Approval,Internal Review
EVT-00018606,PFXC-002393,2026-02-19T20:27:18,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00018607,PFXC-002393,2026-02-19T20:27:18,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00018608,PFXC-002394,2025-03-03T23:26:08,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018609,PFXC-002394,2025-03-04T05:33:38,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00018610,PFXC-002394,2025-03-04T12:55:51,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Customer Service,Customer Service,None
EVT-00018611,PFXC-002394,2025-03-05T14:42:24,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Customer Service,Customer Service,Customer
EVT-00018612,PFXC-002394,2025-03-06T02:20:33,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Technical Support,Technical Failure
EVT-00018613,PFXC-002394,2025-03-06T23:59:36,Escalation,In Investigation,In Investigation,Operations,No,Technical Support,Technical Support,None
EVT-00018614,PFXC-002394,2025-03-11T20:57:54,Decision,In Investigation,Pending Approval,Operations,No,Technical Support,Technical Support,None
EVT-00018615,PFXC-002394,2025-03-11T23:32:54,Notification,Pending Approval,Pending Approval,System,Yes,Technical Support,Technical Support,None
EVT-00018616,PFXC-002394,2025-03-12T02:16:42,Closure,Pending Approval,Rejected,Operations,No,Technical Support,Technical Support,None
EVT-00018617,PFXC-002395,2026-06-19T04:27:51,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018618,PFXC-002395,2026-06-19T11:16:53,Assignment,Submitted,In Triage,System,Yes,Customer Service,Complaints,None
EVT-00018619,PFXC-002395,2026-06-19T14:02:25,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Complaints,Complaints,None
EVT-00018620,PFXC-002395,2026-06-20T11:21:37,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Complaints,Complaints,Customer
EVT-00018621,PFXC-002395,2026-06-21T03:04:28,Escalation,In Investigation,In Investigation,Operations,No,Complaints,Complaints,None
EVT-00018622,PFXC-002395,2026-06-24T06:55:59,Decision,In Investigation,Pending Approval,Operations,No,Complaints,Refund Approval,Internal Review
EVT-00018623,PFXC-002395,2026-06-24T08:46:59,Notification,Pending Approval,Pending Approval,System,Yes,Complaints,Complaints,None
EVT-00018624,PFXC-002395,2026-06-24T11:01:58,Closure,Pending Approval,Resolved,Operations,No,Complaints,Complaints,None
EVT-00018625,PFXC-002396,2025-12-23T16:23:52,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018626,PFXC-002396,2025-12-23T23:17:15,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00018627,PFXC-002396,2025-12-24T08:39:54,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Technical Support,Technical Support,None
EVT-00018628,PFXC-002396,2025-12-26T20:43:19,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Technical Support,Technical Support,Customer
EVT-00018629,PFXC-002396,2025-12-27T13:50:53,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Payment Operations,None
EVT-00018630,PFXC-002396,2025-12-30T11:47:52,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Refund Approval,None
EVT-00018631,PFXC-002396,2025-12-30T12:49:13,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00018632,PFXC-002396,2025-12-30T12:49:13,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00018633,PFXC-002397,2025-03-10T22:25:14,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018634,PFXC-002397,2025-03-10T23:40:25,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00018635,PFXC-002397,2025-03-11T09:19:59,Review,In Triage,In Investigation,Payment Operations,No,Payment Operations,Payment Operations,None
EVT-00018636,PFXC-002397,2025-03-11T16:54:15,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Customer Service,None
EVT-00018637,PFXC-002397,2025-03-11T21:23:29,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Payment Operations,None
EVT-00018638,PFXC-002397,2025-03-11T23:08:26,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00018639,PFXC-002397,2025-03-11T23:08:26,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00018640,PFXC-002397,2025-03-12T05:30:36,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Refund Approval,None
EVT-00018641,PFXC-002398,2025-01-04T07:38:25,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018642,PFXC-002398,2025-01-04T08:35:47,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00018643,PFXC-002398,2025-01-04T10:44:25,Review,In Triage,In Investigation,Payment Operations,No,Payment Operations,Payment Operations,None
EVT-00018644,PFXC-002398,2025-01-04T16:04:23,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00018645,PFXC-002398,2025-01-05T08:11:57,Escalation,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00018646,PFXC-002398,2025-01-08T13:12:13,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Refund Approval,None
EVT-00018647,PFXC-002398,2025-01-08T13:40:13,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00018648,PFXC-002398,2025-01-08T17:59:01,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00018649,PFXC-002399,2025-03-12T23:17:32,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018650,PFXC-002399,2025-03-13T06:17:23,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00018651,PFXC-002399,2025-03-13T09:33:38,Review,In Triage,In Investigation,Payment Operations,No,Payment Operations,Payment Operations,None
EVT-00018652,PFXC-002399,2025-03-13T13:21:19,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00018653,PFXC-002399,2025-03-14T07:52:22,Escalation,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00018654,PFXC-002399,2025-03-15T08:22:54,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Payment Operations,Internal Review
EVT-00018655,PFXC-002399,2025-03-15T10:48:54,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00018656,PFXC-002399,2025-03-15T13:10:15,Closure,Pending Approval,Cancelled,Operations,No,Payment Operations,Payment Operations,None
EVT-00018657,PFXC-002400,2026-04-02T02:53:20,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018658,PFXC-002400,2026-04-02T09:56:53,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00018659,PFXC-002400,2026-04-02T17:25:24,Review,In Triage,In Investigation,Payment Operations,No,Customer Service,Customer Service,None
EVT-00018660,PFXC-002400,2026-04-07T19:33:42,Decision,In Investigation,Pending Approval,Operations,No,Customer Service,Customer Service,None
EVT-00018661,PFXC-002400,2026-04-07T21:21:42,Notification,Pending Approval,Pending Approval,System,Yes,Customer Service,Customer Service,None
EVT-00018662,PFXC-002400,2026-04-08T01:57:54,Closure,Pending Approval,Resolved,Operations,No,Customer Service,Customer Service,None
EVT-00018663,PFXC-002401,2025-01-27T19:36:59,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018664,PFXC-002401,2025-01-28T02:27:37,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00018665,PFXC-002401,2025-01-28T11:32:00,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Customer Service,Customer Service,None
EVT-00018666,PFXC-002401,2025-01-29T07:00:37,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Customer Service,Customer Service,Customer
EVT-00018667,PFXC-002401,2025-01-29T19:37:43,Escalation,In Investigation,In Investigation,Operations,No,Customer Service,Customer Service,None
EVT-00018668,PFXC-002401,2025-02-01T21:51:55,Decision,In Investigation,Pending Approval,Operations,No,Customer Service,Refund Approval,Internal Review
EVT-00018669,PFXC-002401,2025-02-01T23:32:55,Notification,Pending Approval,Pending Approval,System,Yes,Customer Service,Customer Service,None
EVT-00018670,PFXC-002401,2025-02-02T01:06:28,Closure,Pending Approval,Resolved,Operations,No,Customer Service,Customer Service,None
EVT-00018671,PFXC-002402,2025-01-03T18:44:45,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018672,PFXC-002402,2025-01-03T23:07:58,Assignment,Submitted,In Triage,System,Yes,Customer Service,Refund Approval,None
EVT-00018673,PFXC-002402,2025-01-04T03:23:54,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Refund Approval,Refund Approval,None
EVT-00018674,PFXC-002402,2025-01-05T15:18:36,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Refund Approval,Refund Approval,Customer
EVT-00018675,PFXC-002402,2025-01-08T23:21:52,Decision,In Investigation,Pending Approval,Operations,No,Refund Approval,Refund Approval,None
EVT-00018676,PFXC-002402,2025-01-09T01:51:52,Notification,Pending Approval,Pending Approval,System,Yes,Refund Approval,Refund Approval,None
EVT-00018677,PFXC-002402,2025-01-09T03:45:20,Closure,Pending Approval,Resolved,Operations,No,Refund Approval,Refund Approval,None
EVT-00018678,PFXC-002403,2026-06-27T06:01:09,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018679,PFXC-002403,2026-06-27T08:06:11,Assignment,Submitted,In Triage,System,Yes,Customer Service,Refund Approval,None
EVT-00018680,PFXC-002403,2026-06-27T10:17:28,Review,In Triage,In Investigation,Payment Operations,No,Refund Approval,Refund Approval,None
EVT-00018681,PFXC-002403,2026-06-27T15:18:13,Assignment,In Investigation,In Investigation,Operations,No,Refund Approval,Technical Support,Technical Failure
EVT-00018682,PFXC-002403,2026-06-28T08:45:19,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Technical Support,Technical Failure
EVT-00018683,PFXC-002403,2026-07-01T15:23:59,Decision,In Investigation,Pending Approval,Operations,No,Technical Support,Refund Approval,None
EVT-00018684,PFXC-002403,2026-07-01T16:34:59,Notification,Pending Approval,Pending Approval,System,Yes,Technical Support,Technical Support,None
EVT-00018685,PFXC-002403,2026-07-01T20:54:00,Closure,Pending Approval,Resolved,Operations,No,Technical Support,Technical Support,None
EVT-00018686,PFXC-002404,2025-12-24T12:59:48,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018687,PFXC-002404,2025-12-24T19:23:11,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00018688,PFXC-002404,2025-12-25T01:29:47,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Customer Service,Customer Service,None
EVT-00018689,PFXC-002404,2025-12-25T21:51:43,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Customer Service,Customer Service,Customer
EVT-00018690,PFXC-002405,2025-08-28T20:23:25,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018691,PFXC-002405,2025-08-29T03:39:42,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00018692,PFXC-002405,2025-08-29T13:26:56,Review,In Triage,In Investigation,Payment Operations,No,Payment Operations,Payment Operations,None
EVT-00018693,PFXC-002405,2025-08-30T09:20:00,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Technical Support,Technical Failure
EVT-00018694,PFXC-002405,2025-09-01T02:30:56,Decision,In Investigation,Pending Approval,Operations,No,Technical Support,Refund Approval,None
EVT-00018695,PFXC-002405,2025-09-01T04:19:32,Notification,Pending Approval,Pending Approval,System,Yes,Technical Support,Technical Support,None
EVT-00018696,PFXC-002405,2025-09-01T04:19:32,Closure,Pending Approval,Resolved,Operations,No,Technical Support,Technical Support,None
EVT-00018697,PFXC-002406,2025-11-07T11:04:47,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018698,PFXC-002406,2025-11-07T16:58:00,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00018699,PFXC-002406,2025-11-07T21:34:51,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Payment Operations,Payment Operations,None
EVT-00018700,PFXC-002406,2025-11-09T00:42:27,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Payment Operations,Payment Operations,Customer
EVT-00018701,PFXC-002406,2025-11-09T16:22:06,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Refund Approval,None
EVT-00018702,PFXC-002406,2025-11-10T06:44:03,Assignment,In Investigation,In Investigation,Operations,No,Refund Approval,Refund Approval,None
EVT-00018703,PFXC-002406,2025-11-10T15:12:40,Decision,In Investigation,Pending Approval,Operations,No,Refund Approval,Refund Approval,None
EVT-00018704,PFXC-002406,2025-11-10T18:11:40,Notification,Pending Approval,Pending Approval,System,Yes,Refund Approval,Refund Approval,None
EVT-00018705,PFXC-002406,2025-11-10T22:18:40,Closure,Pending Approval,Resolved,Operations,No,Refund Approval,Refund Approval,None
EVT-00018706,PFXC-002407,2025-09-12T17:32:13,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018707,PFXC-002407,2025-09-12T19:05:11,Assignment,Submitted,In Triage,System,Yes,Customer Service,Refund Approval,None
EVT-00018708,PFXC-002407,2025-09-13T00:18:02,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Refund Approval,Refund Approval,None
EVT-00018709,PFXC-002407,2025-09-15T09:50:54,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Refund Approval,Refund Approval,Customer
EVT-00018710,PFXC-002407,2025-09-15T20:35:34,Assignment,In Investigation,In Investigation,Operations,No,Refund Approval,Payment Operations,None
EVT-00018711,PFXC-002407,2025-09-16T16:15:12,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00018712,PFXC-002407,2025-09-17T14:05:21,Escalation,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00018713,PFXC-002407,2025-09-18T16:55:18,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Refund Approval,None
EVT-00018714,PFXC-002407,2025-09-18T19:25:18,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00018715,PFXC-002407,2025-09-19T00:28:20,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00018716,PFXC-002408,2025-03-16T10:23:09,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018717,PFXC-002408,2025-03-16T13:16:04,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00018718,PFXC-002408,2025-03-17T00:07:37,Review,In Triage,In Investigation,Payment Operations,No,Customer Service,Customer Service,None
EVT-00018719,PFXC-002408,2025-03-17T19:10:29,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Refund Approval,None
EVT-00018720,PFXC-002409,2025-07-29T10:06:33,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018721,PFXC-002409,2025-07-29T13:12:27,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00018722,PFXC-002409,2025-07-29T16:22:37,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Technical Support,Technical Support,None
EVT-00018723,PFXC-002409,2025-07-30T18:46:54,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Technical Support,Technical Support,Customer
EVT-00018724,PFXC-002410,2025-04-29T21:22:12,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018725,PFXC-002410,2025-04-30T02:44:21,Assignment,Submitted,In Triage,System,Yes,Customer Service,Fraud Review,None
EVT-00018726,PFXC-002410,2025-04-30T12:00:26,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Fraud Review,Fraud Review,None
EVT-00018727,PFXC-002410,2025-04-30T23:01:52,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Fraud Review,Fraud Review,Customer
EVT-00018728,PFXC-002410,2025-05-01T16:01:11,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Technical Support,Technical Failure
EVT-00018729,PFXC-002410,2025-05-01T19:31:36,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Technical Support,Technical Failure
EVT-00018730,PFXC-002410,2025-05-05T02:01:47,Decision,In Investigation,Pending Approval,Operations,No,Technical Support,Refund Approval,None
EVT-00018731,PFXC-002410,2025-05-05T04:35:47,Notification,Pending Approval,Pending Approval,System,Yes,Technical Support,Technical Support,None
EVT-00018732,PFXC-002410,2025-05-05T07:59:57,Closure,Pending Approval,Resolved,Operations,No,Technical Support,Technical Support,None
EVT-00018733,PFXC-002411,2025-08-26T02:52:34,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018734,PFXC-002411,2025-08-26T07:58:48,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00018735,PFXC-002411,2025-08-26T13:25:27,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Payment Operations,Payment Operations,None
EVT-00018736,PFXC-002411,2025-08-29T04:12:46,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Payment Operations,Payment Operations,Customer
EVT-00018737,PFXC-002411,2025-09-01T02:36:16,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Refund Approval,Internal Review
EVT-00018738,PFXC-002411,2025-09-01T03:34:16,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00018739,PFXC-002411,2025-09-01T07:23:37,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00018740,PFXC-002412,2026-04-15T03:39:02,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00018741,PFXC-002412,2026-04-15T08:53:46,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
